id,factor,trick,background,plain_query,plain_truth,trap_query,trap_truth,twin_query,twin_truth,absent_query,absent_truth,label_ok (fill in)
vari-tool-6,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","So I've got somatic variants from human donors, and they're mostly in promoters and enhancers. All I really want is to know what each one hits. These are large deletions and duplications.",['structural-CNV'],"So I've got somatic variants from human donors, and they're mostly in promoters and enhancers. All I really want is to know what each one hits. dbSNP IDs are in the header from an old template, but these are CNVs.",['structural-CNV'],"So I've got somatic variants from human donors, and they're mostly in promoters and enhancers. All I really want is to know what each one hits. These are dbSNP-annotated SNVs.",['small'],"So I've got somatic variants from human donors, and they're mostly in promoters and enhancers. All I really want is to know what each one hits.",[],
vari-atta-1,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","Our lab just got back germline calls from human donors, mostly in regulatory regions. They're SNVs and short indels. All I really want is to know what each one hits.",['small'],"Our lab just got back germline calls from human donors, mostly in regulatory regions. The lab next door studies structural variants; ours are single-nucleotide changes. All I really want is to know what each one hits.",['small'],"Our lab just got back germline calls from human donors, mostly in regulatory regions. Our lab studies structural variants; these are ours. All I really want is to know what each one hits.",['structural-CNV'],"Our lab just got back germline calls from human donors, mostly in regulatory regions. All I really want is to know what each one hits.",[],
vari-atta-2,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","These are small variants, SNVs and indels. We called acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. I need to work out if any of them are pathogenic.",['small'],"The gene sits in a known large-deletion region, but our variants are SNVs within it. We called acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. I need to work out if any of them are pathogenic.",['small'],"Our variants are the large deletions covering the gene. We called acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. I need to work out if any of them are pathogenic.",['structural-CNV'],"We called acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. I need to work out if any of them are pathogenic.",[],
vari-atta-3,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","Hi, we called inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. It's point mutations only. The goal is clinical interpretation.",['small'],"Hi, we called inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. The reference paper was about CNVs; we are following up with SNV calls. The goal is clinical interpretation.",['small'],"Hi, we called inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. We are following up that paper with our own CNV calls. The goal is clinical interpretation.",['structural-CNV'],"Hi, we called inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. The goal is clinical interpretation.",[],
vari-atta-4,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","It's copy-number and structural calls only. I've got a VCF of tumour-derived somatic variants from Homo sapiens samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy.",['structural-CNV'],"The SNV array data was discarded; the remaining calls are large duplications. I've got a VCF of tumour-derived somatic variants from Homo sapiens samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy.",['structural-CNV'],"The duplications were discarded; the remaining calls are from the SNV array. I've got a VCF of tumour-derived somatic variants from Homo sapiens samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy.",['small'],"I've got a VCF of tumour-derived somatic variants from Homo sapiens samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy.",[],
vari-atta-5,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","So I've got acquired somatic calls from Homo sapiens samples, and they're mostly in promoters and enhancers. These are large deletions and duplications. The goal is clinical interpretation.",['structural-CNV'],"So I've got acquired somatic calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Our last project was on indels; this callset is megabase copy-number changes. The goal is clinical interpretation.",['structural-CNV'],"So I've got acquired somatic calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Our last project was on copy-number changes; this callset is indels. The goal is clinical interpretation.",['small'],"So I've got acquired somatic calls from Homo sapiens samples, and they're mostly in promoters and enhancers. The goal is clinical interpretation.",[],
vari-atta-6,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","We have germline variants from human samples, mostly in protein-coding regions. These are large deletions and duplications. Can you just tell me the consequence types?",['structural-CNV'],"We have germline variants from human samples, mostly in protein-coding regions. Breakpoints were confirmed by Sanger reads at single-base resolution; the events are 50 kb deletions. Can you just tell me the consequence types?",['structural-CNV'],"We have germline variants from human samples, mostly in protein-coding regions. The events are single-base substitutions confirmed by Sanger reads. Can you just tell me the consequence types?",['small'],"We have germline variants from human samples, mostly in protein-coding regions. Can you just tell me the consequence types?",[],
vari-doma-1,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","These are small variants, SNVs and indels. We called acquired somatic variants from human donors, and I only care about the non-coding regulatory ones. Mainly I'm after allele frequencies in different populations.",['small'],"A 1-bp duplication and a couple of single-base deletions. We called acquired somatic variants from human donors, and I only care about the non-coding regulatory ones. Mainly I'm after allele frequencies in different populations.",['small'],"A 2 Mb duplication and several whole-gene deletions. We called acquired somatic variants from human donors, and I only care about the non-coding regulatory ones. Mainly I'm after allele frequencies in different populations.",['structural-CNV'],"We called acquired somatic variants from human donors, and I only care about the non-coding regulatory ones. Mainly I'm after allele frequencies in different populations.",[],
vari-doma-2,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","I've got a VCF of germline variants from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. These are small variants, SNVs and indels.",['small'],"I've got a VCF of germline variants from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. A 3-bp in-frame deletion.",['small'],"I've got a VCF of germline variants from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. A 300-kb deletion.",['structural-CNV'],"I've got a VCF of germline variants from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations.",[],
vari-doma-3,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Our lab just got back somatic variants from Homo sapiens samples, and they're mostly in coding exons. These are small variants, SNVs and indels. How frequent are these in population databases?",['small'],"Our lab just got back somatic variants from Homo sapiens samples, and they're mostly in coding exons. Insertions of two or three bases. How frequent are these in population databases?",['small'],"Our lab just got back somatic variants from Homo sapiens samples, and they're mostly in coding exons. Mobile-element insertions several kilobases long. How frequent are these in population databases?",['structural-CNV'],"Our lab just got back somatic variants from Homo sapiens samples, and they're mostly in coding exons. How frequent are these in population databases?",[],
vari-doma-4,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm trying to annotate germline variants from human samples, and they're mostly in promoters and enhancers. I want to see how common they are across populations. It's copy-number and structural calls only.",['structural-CNV'],"I'm trying to annotate germline variants from human samples, and they're mostly in promoters and enhancers. I want to see how common they are across populations. A single copy of the whole gene lost.",['structural-CNV'],"I'm trying to annotate germline variants from human samples, and they're mostly in promoters and enhancers. I want to see how common they are across populations. A single base changed in the gene.",['small'],"I'm trying to annotate germline variants from human samples, and they're mostly in promoters and enhancers. I want to see how common they are across populations.",[],
vari-doma-5,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","So I've got tumour-derived somatic variants from Homo sapiens samples, mostly in regulatory regions. It's copy-number and structural calls only. All I really want is to know what each one hits.",['structural-CNV'],"So I've got tumour-derived somatic variants from Homo sapiens samples, mostly in regulatory regions. Chromosome-arm gains detected with a SNP array. All I really want is to know what each one hits.",['structural-CNV'],"So I've got tumour-derived somatic variants from Homo sapiens samples, mostly in regulatory regions. SNPs genotyped with a SNP array. All I really want is to know what each one hits.",['small'],"So I've got tumour-derived somatic variants from Homo sapiens samples, mostly in regulatory regions. All I really want is to know what each one hits.",[],
vari-doma-6,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","So I've got constitutional calls from human donors, and they're mostly in coding exons. Are any of these likely to be disease-causing? These are large deletions and duplications.",['structural-CNV'],"So I've got constitutional calls from human donors, and they're mostly in coding exons. Are any of these likely to be disease-causing? An Alu insertion of about 300 bases.",['structural-CNV'],"So I've got constitutional calls from human donors, and they're mostly in coding exons. Are any of these likely to be disease-causing? A 2-base insertion.",['small'],"So I've got constitutional calls from human donors, and they're mostly in coding exons. Are any of these likely to be disease-causing?",[],
regi-nega-1,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Basically we have tumour-derived somatic single-nucleotide changes from our pig samples. They're in coding regions. I just need the basic consequences, nothing fancy.",['coding'],"Basically we have tumour-derived somatic single-nucleotide changes from our pig samples. Nothing intronic or intergenic, only exonic protein-altering changes. I just need the basic consequences, nothing fancy.",['coding'],"Basically we have tumour-derived somatic single-nucleotide changes from our pig samples. Only intronic and intergenic changes, nothing exonic or protein-altering. I just need the basic consequences, nothing fancy.",['regulatory-noncoding'],"Basically we have tumour-derived somatic single-nucleotide changes from our pig samples. I just need the basic consequences, nothing fancy.",[],
regi-nega-2,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Hi, we called germline point mutations and a few short indels from dog tissue. The goal is clinical interpretation. They're in coding regions.",['coding'],"Hi, we called germline point mutations and a few short indels from dog tissue. The goal is clinical interpretation. We are not looking at promoters; coding sequence only.",['coding'],"Hi, we called germline point mutations and a few short indels from dog tissue. The goal is clinical interpretation. We are looking at promoters, not coding sequence.",['regulatory-noncoding'],"Hi, we called germline point mutations and a few short indels from dog tissue. The goal is clinical interpretation.",[],
regi-nega-3,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}",So I've got germline single-nucleotide changes from rat tissue. They're in coding regions. All I really want is to know what each one hits.,['coding'],"So I've got germline single-nucleotide changes from rat tissue. No enhancer variants in scope, just changes inside coding exons. All I really want is to know what each one hits.",['coding'],"So I've got germline single-nucleotide changes from rat tissue. Enhancer variants only, not changes inside coding exons. All I really want is to know what each one hits.",['regulatory-noncoding'],So I've got germline single-nucleotide changes from rat tissue. All I really want is to know what each one hits.,[],
regi-nega-4,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",We have somatic point mutations and a few short indels from our sheep samples. I need to work out if any of them are pathogenic. I care about promoters and enhancers.,['regulatory-noncoding'],We have somatic point mutations and a few short indels from our sheep samples. I need to work out if any of them are pathogenic. Not in the coding sequence; they sit in enhancers.,['regulatory-noncoding'],We have somatic point mutations and a few short indels from our sheep samples. I need to work out if any of them are pathogenic. In the coding sequence; not in enhancers.,['coding'],We have somatic point mutations and a few short indels from our sheep samples. I need to work out if any of them are pathogenic.,[],
regi-nega-5,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","I've got a VCF of somatic point mutations and a few short indels from sheep. I just need the basic consequences, nothing fancy. They're in regulatory regions.",['regulatory-noncoding'],"I've got a VCF of somatic point mutations and a few short indels from sheep. I just need the basic consequences, nothing fancy. None of these touch exons, all are in upstream regulatory elements.",['regulatory-noncoding'],"I've got a VCF of somatic point mutations and a few short indels from sheep. I just need the basic consequences, nothing fancy. All of these touch exons, none are in upstream regulatory elements.",['coding'],"I've got a VCF of somatic point mutations and a few short indels from sheep. I just need the basic consequences, nothing fancy.",[],
regi-nega-6,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",I'm working with germline single-nucleotide changes from rat. I need to work out if any of them are pathogenic. Focus on non-coding regulatory elements.,['regulatory-noncoding'],I'm working with germline single-nucleotide changes from rat. I need to work out if any of them are pathogenic. We excluded protein-coding regions and kept promoter and UTR hits.,['regulatory-noncoding'],I'm working with germline single-nucleotide changes from rat. I need to work out if any of them are pathogenic. We kept protein-coding regions and excluded promoter and UTR hits.,['coding'],I'm working with germline single-nucleotide changes from rat. I need to work out if any of them are pathogenic.,[],
regi-word-1,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",I'm working with acquired somatic single-nucleotide changes from our dog samples. I care about the protein-coding exons. The goal is clinical interpretation.,['coding'],I'm working with acquired somatic single-nucleotide changes from our dog samples. A real enhancer for our grant: the variants sit in protein-coding exons. The goal is clinical interpretation.,['coding'],"I'm working with acquired somatic single-nucleotide changes from our dog samples. A real enhancer region: the variants sit there, outside exons. The goal is clinical interpretation.",['regulatory-noncoding'],I'm working with acquired somatic single-nucleotide changes from our dog samples. The goal is clinical interpretation.,[],
regi-word-2,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Hi, we called inherited SNVs and small indels from rat tissue. Focus on coding sequence. I just need the basic consequences, nothing fancy.",['coding'],"Hi, we called inherited SNVs and small indels from rat tissue. My supervisor is a big promoter of this project; the variants are in coding exons. I just need the basic consequences, nothing fancy.",['coding'],"Hi, we called inherited SNVs and small indels from rat tissue. The variants are in a gene promoter, outside the coding exons. I just need the basic consequences, nothing fancy.",['regulatory-noncoding'],"Hi, we called inherited SNVs and small indels from rat tissue. I just need the basic consequences, nothing fancy.",[],
regi-word-3,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",Our lab just got back constitutional SNVs and small indels from rat tissue. I care about the protein-coding exons. I need to work out if any of them are pathogenic.,['coding'],Our lab just got back constitutional SNVs and small indels from rat tissue. For regulatory approval we only report coding-sequence changes. I need to work out if any of them are pathogenic.,['coding'],Our lab just got back constitutional SNVs and small indels from rat tissue. For regulatory elements we only report non-coding changes. I need to work out if any of them are pathogenic.,['regulatory-noncoding'],Our lab just got back constitutional SNVs and small indels from rat tissue. I need to work out if any of them are pathogenic.,[],
regi-word-4,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}",I'm working with acquired somatic single-nucleotide changes from our pig samples. Can you just tell me the consequence types? Focus on non-coding regulatory elements.,['regulatory-noncoding'],"I'm working with acquired somatic single-nucleotide changes from our pig samples. Can you just tell me the consequence types? The coding in our pipeline is messy, but the variants are all in enhancers.",['regulatory-noncoding'],"I'm working with acquired somatic single-nucleotide changes from our pig samples. Can you just tell me the consequence types? The coding sequence holds all the variants, none are in enhancers.",['coding'],I'm working with acquired somatic single-nucleotide changes from our pig samples. Can you just tell me the consequence types?,[],
regi-word-5,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",I care about promoters and enhancers. I'm working with acquired somatic point mutations and a few short indels from chicken tissue. The goal is clinical interpretation.,['regulatory-noncoding'],"In the frame of this project, the variants are intergenic and in enhancers. I'm working with acquired somatic point mutations and a few short indels from chicken tissue. The goal is clinical interpretation.",['regulatory-noncoding'],In-frame variants inside the coding sequence. I'm working with acquired somatic point mutations and a few short indels from chicken tissue. The goal is clinical interpretation.,['coding'],I'm working with acquired somatic point mutations and a few short indels from chicken tissue. The goal is clinical interpretation.,[],
regi-word-6,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}",I care about promoters and enhancers. Our lab just got back constitutional single-nucleotide changes from sheep. Can you just tell me the consequence types?,['regulatory-noncoding'],The translation of the protocol is done; the variants are in UTRs and promoters. Our lab just got back constitutional single-nucleotide changes from sheep. Can you just tell me the consequence types?,['regulatory-noncoding'],"The variants affect translation of the protein, inside the coding sequence. Our lab just got back constitutional single-nucleotide changes from sheep. Can you just tell me the consequence types?",['coding'],Our lab just got back constitutional single-nucleotide changes from sheep. Can you just tell me the consequence types?,[],
regi-tool-1,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}",I've got a VCF of constitutional structural variants from human donors. They're in coding regions. Can you just tell me the consequence types?,['coding'],"I've got a VCF of constitutional structural variants from human donors. We used the ENCODE browser for figures, but the variants are in coding exons. Can you just tell me the consequence types?",['coding'],I've got a VCF of constitutional structural variants from human donors. The variants are in ENCODE regulatory elements. Can you just tell me the consequence types?,['regulatory-noncoding'],I've got a VCF of constitutional structural variants from human donors. Can you just tell me the consequence types?,[],
regi-tool-2,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}",I care about the protein-coding exons. Our lab just got back somatic copy-number changes and other large SVs from human donors. The goal is clinical interpretation.,['coding'],"The Regulatory Build track loads by default, but our variants are protein-coding. Our lab just got back somatic copy-number changes and other large SVs from human donors. The goal is clinical interpretation.",['coding'],Our variants are in the Regulatory Build's promoter and enhancer features. Our lab just got back somatic copy-number changes and other large SVs from human donors. The goal is clinical interpretation.,['regulatory-noncoding'],Our lab just got back somatic copy-number changes and other large SVs from human donors. The goal is clinical interpretation.,[],
regi-tool-3,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""population-frequency""]}",Focus on coding sequence. I'm trying to annotate tumour-derived somatic single-nucleotide changes from human donors. Mainly I'm after allele frequencies in different populations.,['coding'],JASPAR was cited in the old draft; these variants are exonic. I'm trying to annotate tumour-derived somatic single-nucleotide changes from human donors. Mainly I'm after allele frequencies in different populations.,['coding'],These variants disrupt JASPAR transcription-factor motifs outside genes. I'm trying to annotate tumour-derived somatic single-nucleotide changes from human donors. Mainly I'm after allele frequencies in different populations.,['regulatory-noncoding'],I'm trying to annotate tumour-derived somatic single-nucleotide changes from human donors. Mainly I'm after allele frequencies in different populations.,[],
regi-tool-4,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""population-frequency""]}",Our lab just got back germline point mutations and a few short indels from Homo sapiens samples. Mainly I'm after allele frequencies in different populations. Focus on non-coding regulatory elements.,['regulatory-noncoding'],Our lab just got back germline point mutations and a few short indels from Homo sapiens samples. Mainly I'm after allele frequencies in different populations. UniProt was open in another tab; the variants are in enhancers.,['regulatory-noncoding'],"Our lab just got back germline point mutations and a few short indels from Homo sapiens samples. Mainly I'm after allele frequencies in different populations. The variants change residues listed in UniProt, inside coding exons.",['coding'],Our lab just got back germline point mutations and a few short indels from Homo sapiens samples. Mainly I'm after allele frequencies in different populations.,[],
regi-tool-5,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Focus on non-coding regulatory elements. We called constitutional point mutations and a few short indels from Homo sapiens samples. I just need the basic consequences, nothing fancy.",['regulatory-noncoding'],"The CCDS set was the old default in our config; our variants are intergenic. We called constitutional point mutations and a few short indels from Homo sapiens samples. I just need the basic consequences, nothing fancy.",['regulatory-noncoding'],"Our variants fall in CCDS coding exons. We called constitutional point mutations and a few short indels from Homo sapiens samples. I just need the basic consequences, nothing fancy.",['coding'],"We called constitutional point mutations and a few short indels from Homo sapiens samples. I just need the basic consequences, nothing fancy.",[],
regi-tool-6,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",I care about promoters and enhancers. We have acquired somatic SNVs and small indels from Homo sapiens samples. Are any of these likely to be disease-causing?,['regulatory-noncoding'],"Pfam came up in lab meeting, but these are promoter variants. We have acquired somatic SNVs and small indels from Homo sapiens samples. Are any of these likely to be disease-causing?",['regulatory-noncoding'],These variants fall inside Pfam protein domains. We have acquired somatic SNVs and small indels from Homo sapiens samples. Are any of these likely to be disease-causing?,['coding'],We have acquired somatic SNVs and small indels from Homo sapiens samples. Are any of these likely to be disease-causing?,[],
regi-atta-1,region_focus,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",I've got a VCF of inherited single-nucleotide changes from Homo sapiens samples. Are any of these likely to be disease-causing? Focus on coding sequence.,['coding'],I've got a VCF of inherited single-nucleotide changes from Homo sapiens samples. Are any of these likely to be disease-causing? The paper we follow was about enhancers; our variants are in coding exons.,['coding'],"I've got a VCF of inherited single-nucleotide changes from Homo sapiens samples. Are any of these likely to be disease-causing? Like the paper, our variants are in enhancers.",['regulatory-noncoding'],I've got a VCF of inherited single-nucleotide changes from Homo sapiens samples. Are any of these likely to be disease-causing?,[],
regi-atta-2,region_focus,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}",They're in coding regions. We have acquired somatic SNVs and small indels from Homo sapiens samples. Can you just tell me the consequence types?,['coding'],The gene's promoter was characterised last year; we are annotating its exonic changes. We have acquired somatic SNVs and small indels from Homo sapiens samples. Can you just tell me the consequence types?,['coding'],We are annotating the changes in that promoter. We have acquired somatic SNVs and small indels from Homo sapiens samples. Can you just tell me the consequence types?,['regulatory-noncoding'],We have acquired somatic SNVs and small indels from Homo sapiens samples. Can you just tell me the consequence types?,[],
regi-atta-3,region_focus,attachment,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",Basically we have constitutional point mutations and a few short indels from pig tissue. Focus on coding sequence. I need to work out if any of them are pathogenic.,['coding'],Basically we have constitutional point mutations and a few short indels from pig tissue. The intergenic controls were filtered out; only protein-coding variants remain. I need to work out if any of them are pathogenic.,['coding'],Basically we have constitutional point mutations and a few short indels from pig tissue. The protein-coding controls were filtered out; only intergenic variants remain. I need to work out if any of them are pathogenic.,['regulatory-noncoding'],Basically we have constitutional point mutations and a few short indels from pig tissue. I need to work out if any of them are pathogenic.,[],
regi-atta-4,region_focus,attachment,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}",We have tumour-derived somatic SNVs and small indels from cattle tissue. Focus on non-coding regulatory elements. All I really want is to know what each one hits.,['regulatory-noncoding'],We have tumour-derived somatic SNVs and small indels from cattle tissue. The exome capture kit was for another study; our variants are in distal enhancers. All I really want is to know what each one hits.,['regulatory-noncoding'],"We have tumour-derived somatic SNVs and small indels from cattle tissue. Our variants come from the exome capture, in coding exons. All I really want is to know what each one hits.",['coding'],We have tumour-derived somatic SNVs and small indels from cattle tissue. All I really want is to know what each one hits.,[],
regi-atta-5,region_focus,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}",I'm working with constitutional copy-number changes and other large SVs from human donors. The goal is clinical interpretation. They're in regulatory regions.,['regulatory-noncoding'],I'm working with constitutional copy-number changes and other large SVs from human donors. The goal is clinical interpretation. We named the file coding_variants out of habit; they are in promoters.,['regulatory-noncoding'],I'm working with constitutional copy-number changes and other large SVs from human donors. The goal is clinical interpretation. The file coding_variants holds exonic variants.,['coding'],I'm working with constitutional copy-number changes and other large SVs from human donors. The goal is clinical interpretation.,[],
regi-atta-6,region_focus,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}",Focus on non-coding regulatory elements. We have somatic CNVs and some big deletions from Homo sapiens samples. Can you just tell me the consequence types?,['regulatory-noncoding'],Our collaborators study protein structure; these variants are in introns and UTRs. We have somatic CNVs and some big deletions from Homo sapiens samples. Can you just tell me the consequence types?,['regulatory-noncoding'],"These variants change protein structure, inside the coding sequence. We have somatic CNVs and some big deletions from Homo sapiens samples. Can you just tell me the consequence types?",['coding'],We have somatic CNVs and some big deletions from Homo sapiens samples. Can you just tell me the consequence types?,[],
regi-doma-1,region_focus,domain,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}",Our lab just got back acquired somatic single-nucleotide changes from cattle. Focus on coding sequence. Are any of these likely to be disease-causing?,['coding'],"Our lab just got back acquired somatic single-nucleotide changes from cattle. Variants at the 5' end of the open reading frame, right after the start codon. Are any of these likely to be disease-causing?",['coding'],"Our lab just got back acquired somatic single-nucleotide changes from cattle. Variants in the 5' UTR, just before the start codon. Are any of these likely to be disease-causing?",['regulatory-noncoding'],Our lab just got back acquired somatic single-nucleotide changes from cattle. Are any of these likely to be disease-causing?,[],
regi-doma-2,region_focus,domain,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Hi, we called constitutional SNVs and small indels from our zebrafish samples. All I really want is to know what each one hits. They're in coding regions.",['coding'],"Hi, we called constitutional SNVs and small indels from our zebrafish samples. All I really want is to know what each one hits. Variants in the coding exons of the regulatory-subunit gene PRKAR1A.",['coding'],"Hi, we called constitutional SNVs and small indels from our zebrafish samples. All I really want is to know what each one hits. Variants in the regulatory region upstream of PRKAR1A.",['regulatory-noncoding'],"Hi, we called constitutional SNVs and small indels from our zebrafish samples. All I really want is to know what each one hits.",[],
regi-doma-3,region_focus,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""population-frequency""]}",Our lab just got back acquired somatic CNVs and some big deletions from Homo sapiens samples. How frequent are these in population databases? I care about the protein-coding exons.,['coding'],Our lab just got back acquired somatic CNVs and some big deletions from Homo sapiens samples. How frequent are these in population databases? Amino-acid changes in the DNA-binding domain of a transcription factor.,['coding'],Our lab just got back acquired somatic CNVs and some big deletions from Homo sapiens samples. How frequent are these in population databases? Changes in the DNA motifs that the transcription factor binds.,['regulatory-noncoding'],Our lab just got back acquired somatic CNVs and some big deletions from Homo sapiens samples. How frequent are these in population databases?,[],
regi-doma-4,region_focus,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""population-frequency""]}",So I've got constitutional copy-number changes and other large SVs from human donors. They're in regulatory regions. Mainly I'm after allele frequencies in different populations.,['regulatory-noncoding'],So I've got constitutional copy-number changes and other large SVs from human donors. Variants in the promoter of a protein-coding gene. Mainly I'm after allele frequencies in different populations.,['regulatory-noncoding'],So I've got constitutional copy-number changes and other large SVs from human donors. Variants in the exons of a protein-coding gene. Mainly I'm after allele frequencies in different populations.,['coding'],So I've got constitutional copy-number changes and other large SVs from human donors. Mainly I'm after allele frequencies in different populations.,[],
