id,factor,trick,background,plain_query,plain_truth,trap_query,trap_truth,twin_query,twin_truth,absent_query,absent_truth,label_ok (fill in)
regi-word-1,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","From chicken, what each one hits, nothing more, acquired somatic variants, single-nucleotide variants. Focus on coding sequence.",['coding'],"From chicken, what each one hits, nothing more, acquired somatic variants, single-nucleotide variants. A real enhancer for our grant: the variants sit in protein-coding exons.",['coding'],"From chicken, what each one hits, nothing more, acquired somatic variants, single-nucleotide variants. A real enhancer region: the variants sit there, outside exons.",['regulatory-noncoding'],"From chicken, what each one hits, nothing more, acquired somatic variants, single-nucleotide variants.",[],
regi-word-2,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","I care about the protein-coding exons. Single-nucleotide variants, zebrafish data, germline, clinical interpretation.",['coding'],"My supervisor is a big promoter of this project; the variants are in coding exons. Single-nucleotide variants, zebrafish data, germline, clinical interpretation.",['coding'],"The variants are in a gene promoter, outside the coding exons. Single-nucleotide variants, zebrafish data, germline, clinical interpretation.",['regulatory-noncoding'],"Single-nucleotide variants, zebrafish data, germline, clinical interpretation.",[],
regi-word-3,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Point mutations and short indels, just the consequence types, from zebrafish, inherited variants. Focus on coding sequence.",['coding'],"Point mutations and short indels, just the consequence types, from zebrafish, inherited variants. For regulatory approval we only report coding-sequence changes.",['coding'],"Point mutations and short indels, just the consequence types, from zebrafish, inherited variants. For regulatory elements we only report non-coding changes.",['regulatory-noncoding'],"Point mutations and short indels, just the consequence types, from zebrafish, inherited variants.",[],
regi-word-4,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","I care about promoters and enhancers. Point mutations and short indels, chicken samples, pathogenicity assessment, somatic mutations.",['regulatory-noncoding'],"The coding in our pipeline is messy, but the variants are all in enhancers. Point mutations and short indels, chicken samples, pathogenicity assessment, somatic mutations.",['regulatory-noncoding'],"The coding sequence holds all the variants, none are in enhancers. Point mutations and short indels, chicken samples, pathogenicity assessment, somatic mutations.",['coding'],"Point mutations and short indels, chicken samples, pathogenicity assessment, somatic mutations.",[],
regi-word-5,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","SNVs and small indels, dog samples, germline, pathogenicity assessment. They're in regulatory regions.",['regulatory-noncoding'],"SNVs and small indels, dog samples, germline, pathogenicity assessment. In the frame of this project, the variants are intergenic and in enhancers.",['regulatory-noncoding'],"SNVs and small indels, dog samples, germline, pathogenicity assessment. In-frame variants inside the coding sequence.",['coding'],"SNVs and small indels, dog samples, germline, pathogenicity assessment.",[],
regi-word-6,region_focus,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Point mutations and short indels, somatic mutations, from sheep, basic consequence annotation. They're in regulatory regions.",['regulatory-noncoding'],"Point mutations and short indels, somatic mutations, from sheep, basic consequence annotation. The translation of the protocol is done; the variants are in UTRs and promoters.",['regulatory-noncoding'],"Point mutations and short indels, somatic mutations, from sheep, basic consequence annotation. The variants affect translation of the protein, inside the coding sequence.",['coding'],"Point mutations and short indels, somatic mutations, from sheep, basic consequence annotation.",[],
regi-tool-1,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}","Basic consequence annotation, acquired somatic variants, copy-number and structural calls, human. Focus on coding sequence.",['coding'],"Basic consequence annotation, acquired somatic variants, copy-number and structural calls, human. We used the ENCODE browser for figures, but the variants are in coding exons.",['coding'],"Basic consequence annotation, acquired somatic variants, copy-number and structural calls, human. The variants are in ENCODE regulatory elements.",['regulatory-noncoding'],"Basic consequence annotation, acquired somatic variants, copy-number and structural calls, human.",[],
regi-tool-2,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}","Structural variants, human, is any of it pathogenic, constitutional calls. I care about the protein-coding exons.",['coding'],"Structural variants, human, is any of it pathogenic, constitutional calls. The Regulatory Build track loads by default, but our variants are protein-coding.",['coding'],"Structural variants, human, is any of it pathogenic, constitutional calls. Our variants are in the Regulatory Build's promoter and enhancer features.",['regulatory-noncoding'],"Structural variants, human, is any of it pathogenic, constitutional calls.",[],
regi-tool-3,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""population-frequency""]}","I care about the protein-coding exons. How common they are in populations, somatic calls, Homo sapiens data, single-nucleotide variants.",['coding'],"JASPAR was cited in the old draft; these variants are exonic. How common they are in populations, somatic calls, Homo sapiens data, single-nucleotide variants.",['coding'],"These variants disrupt JASPAR transcription-factor motifs outside genes. How common they are in populations, somatic calls, Homo sapiens data, single-nucleotide variants.",['regulatory-noncoding'],"How common they are in populations, somatic calls, Homo sapiens data, single-nucleotide variants.",[],
regi-tool-4,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""population-frequency""]}","Focus on non-coding regulatory elements. Population allele frequencies, single-nucleotide variants, human samples, inherited variants.",['regulatory-noncoding'],"UniProt was open in another tab; the variants are in enhancers. Population allele frequencies, single-nucleotide variants, human samples, inherited variants.",['regulatory-noncoding'],"The variants change residues listed in UniProt, inside coding exons. Population allele frequencies, single-nucleotide variants, human samples, inherited variants.",['coding'],"Population allele frequencies, single-nucleotide variants, human samples, inherited variants.",[],
regi-tool-5,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Human, somatic calls, what each one hits, nothing more, single-nucleotide variants. They're in regulatory regions.",['regulatory-noncoding'],"Human, somatic calls, what each one hits, nothing more, single-nucleotide variants. The CCDS set was the old default in our config; our variants are intergenic.",['regulatory-noncoding'],"Human, somatic calls, what each one hits, nothing more, single-nucleotide variants. Our variants fall in CCDS coding exons.",['coding'],"Human, somatic calls, what each one hits, nothing more, single-nucleotide variants.",[],
regi-tool-6,region_focus,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Point mutations and short indels, pathogenicity assessment, inherited variants, human samples. They're in regulatory regions.",['regulatory-noncoding'],"Point mutations and short indels, pathogenicity assessment, inherited variants, human samples. Pfam came up in lab meeting, but these are promoter variants.",['regulatory-noncoding'],"Point mutations and short indels, pathogenicity assessment, inherited variants, human samples. These variants fall inside Pfam protein domains.",['coding'],"Point mutations and short indels, pathogenicity assessment, inherited variants, human samples.",[],
regi-atta-1,region_focus,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Single-nucleotide variants, human samples, basic consequence annotation, inherited variants. They're in coding regions.",['coding'],"Single-nucleotide variants, human samples, basic consequence annotation, inherited variants. The paper we follow was about enhancers; our variants are in coding exons.",['coding'],"Single-nucleotide variants, human samples, basic consequence annotation, inherited variants. Like the paper, our variants are in enhancers.",['regulatory-noncoding'],"Single-nucleotide variants, human samples, basic consequence annotation, inherited variants.",[],
regi-atta-2,region_focus,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Focus on coding sequence. Human samples, acquired somatic variants, is any of it pathogenic, single-nucleotide variants.",['coding'],"The gene's promoter was characterised last year; we are annotating its exonic changes. Human samples, acquired somatic variants, is any of it pathogenic, single-nucleotide variants.",['coding'],"We are annotating the changes in that promoter. Human samples, acquired somatic variants, is any of it pathogenic, single-nucleotide variants.",['regulatory-noncoding'],"Human samples, acquired somatic variants, is any of it pathogenic, single-nucleotide variants.",[],
regi-atta-3,region_focus,attachment,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","From dog, single-nucleotide variants, what each one hits, nothing more, germline. I care about the protein-coding exons.",['coding'],"From dog, single-nucleotide variants, what each one hits, nothing more, germline. The intergenic controls were filtered out; only protein-coding variants remain.",['coding'],"From dog, single-nucleotide variants, what each one hits, nothing more, germline. The protein-coding controls were filtered out; only intergenic variants remain.",['regulatory-noncoding'],"From dog, single-nucleotide variants, what each one hits, nothing more, germline.",[],
regi-atta-4,region_focus,attachment,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Focus on non-coding regulatory elements. Somatic calls, chicken samples, SNVs and small indels, is any of it pathogenic.",['regulatory-noncoding'],"The exome capture kit was for another study; our variants are in distal enhancers. Somatic calls, chicken samples, SNVs and small indels, is any of it pathogenic.",['regulatory-noncoding'],"Our variants come from the exome capture, in coding exons. Somatic calls, chicken samples, SNVs and small indels, is any of it pathogenic.",['coding'],"Somatic calls, chicken samples, SNVs and small indels, is any of it pathogenic.",[],
regi-atta-5,region_focus,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}","Germline, what each one hits, nothing more, CNVs and large deletions, human samples. I care about promoters and enhancers.",['regulatory-noncoding'],"Germline, what each one hits, nothing more, CNVs and large deletions, human samples. We named the file coding_variants out of habit; they are in promoters.",['regulatory-noncoding'],"Germline, what each one hits, nothing more, CNVs and large deletions, human samples. The file coding_variants holds exonic variants.",['coding'],"Germline, what each one hits, nothing more, CNVs and large deletions, human samples.",[],
regi-atta-6,region_focus,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}","Focus on non-coding regulatory elements. Human, pathogenicity assessment, CNVs and large deletions, somatic calls.",['regulatory-noncoding'],"Our collaborators study protein structure; these variants are in introns and UTRs. Human, pathogenicity assessment, CNVs and large deletions, somatic calls.",['regulatory-noncoding'],"These variants change protein structure, inside the coding sequence. Human, pathogenicity assessment, CNVs and large deletions, somatic calls.",['coding'],"Human, pathogenicity assessment, CNVs and large deletions, somatic calls.",[],
regi-doma-1,region_focus,domain,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","I care about the protein-coding exons. Somatic calls, sheep data, what each one hits, nothing more, single-nucleotide variants.",['coding'],"Variants at the 5' end of the open reading frame, right after the start codon. Somatic calls, sheep data, what each one hits, nothing more, single-nucleotide variants.",['coding'],"Variants in the 5' UTR, just before the start codon. Somatic calls, sheep data, what each one hits, nothing more, single-nucleotide variants.",['regulatory-noncoding'],"Somatic calls, sheep data, what each one hits, nothing more, single-nucleotide variants.",[],
regi-doma-2,region_focus,domain,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","I care about the protein-coding exons. SNVs and small indels, rat samples, pathogenicity assessment, germline.",['coding'],"Variants in the coding exons of the regulatory-subunit gene PRKAR1A. SNVs and small indels, rat samples, pathogenicity assessment, germline.",['coding'],"Variants in the regulatory region upstream of PRKAR1A. SNVs and small indels, rat samples, pathogenicity assessment, germline.",['regulatory-noncoding'],"SNVs and small indels, rat samples, pathogenicity assessment, germline.",[],
regi-doma-3,region_focus,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""population-frequency""]}","Focus on coding sequence. Somatic calls, frequency lookup across populations, human samples, copy-number and structural calls.",['coding'],"Amino-acid changes in the DNA-binding domain of a transcription factor. Somatic calls, frequency lookup across populations, human samples, copy-number and structural calls.",['coding'],"Changes in the DNA motifs that the transcription factor binds. Somatic calls, frequency lookup across populations, human samples, copy-number and structural calls.",['regulatory-noncoding'],"Somatic calls, frequency lookup across populations, human samples, copy-number and structural calls.",[],
regi-doma-4,region_focus,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""population-frequency""]}","Focus on non-coding regulatory elements. Human, population allele frequencies, inherited variants, CNVs and large deletions.",['regulatory-noncoding'],"Variants in the promoter of a protein-coding gene. Human, population allele frequencies, inherited variants, CNVs and large deletions.",['regulatory-noncoding'],"Variants in the exons of a protein-coding gene. Human, population allele frequencies, inherited variants, CNVs and large deletions.",['coding'],"Human, population allele frequencies, inherited variants, CNVs and large deletions.",[],
regi-doma-5,region_focus,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}","Focus on non-coding regulatory elements. Copy-number and structural calls, just the consequence types, somatic calls, human samples.",['regulatory-noncoding'],"Deep intronic variants within a protein-coding gene's locus. Copy-number and structural calls, just the consequence types, somatic calls, human samples.",['regulatory-noncoding'],"Exonic variants within a protein-coding gene's locus. Copy-number and structural calls, just the consequence types, somatic calls, human samples.",['coding'],"Copy-number and structural calls, just the consequence types, somatic calls, human samples.",[],
regi-doma-6,region_focus,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}","Focus on non-coding regulatory elements. Copy-number and structural calls, germline, clinical interpretation, human samples.",['regulatory-noncoding'],"Variants in microRNA genes, which are transcribed but never translated. Copy-number and structural calls, germline, clinical interpretation, human samples.",['regulatory-noncoding'],"Variants in genes that are transcribed and translated into protein. Copy-number and structural calls, germline, clinical interpretation, human samples.",['coding'],"Copy-number and structural calls, germline, clinical interpretation, human samples.",[],
anal-nega-1,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Just tell me what each one hits. Protein-coding exons, human, single-nucleotide variants, inherited variants.",['basic-consequence'],"No clinical question here, I just want to know which genes and transcripts they hit. Protein-coding exons, human, single-nucleotide variants, inherited variants.",['basic-consequence'],"A clinical question here, not just which genes and transcripts they hit. Protein-coding exons, human, single-nucleotide variants, inherited variants.",['clinical-interpretation'],"Protein-coding exons, human, single-nucleotide variants, inherited variants.",[],
anal-nega-2,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Only the basic consequence types, please. Non-coding regulatory elements, SNVs and small indels, acquired somatic variants, human samples.",['basic-consequence'],"Frequencies don't matter for this, just the consequence of each variant. Non-coding regulatory elements, SNVs and small indels, acquired somatic variants, human samples.",['basic-consequence'],"Only frequencies matter for this, not the consequence of each variant. Non-coding regulatory elements, SNVs and small indels, acquired somatic variants, human samples.",['population-frequency'],"Non-coding regulatory elements, SNVs and small indels, acquired somatic variants, human samples.",[],
anal-nega-3,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Coding regions, SNVs and small indels, Homo sapiens data, acquired somatic variants. The aim is pathogenicity assessment.",['clinical-interpretation'],"Coding regions, SNVs and small indels, Homo sapiens data, acquired somatic variants. Not a quick consequence lookup; I need to know which are disease-causing.",['clinical-interpretation'],"Coding regions, SNVs and small indels, Homo sapiens data, acquired somatic variants. A quick consequence lookup; I don't need to know which are disease-causing.",['basic-consequence'],"Coding regions, SNVs and small indels, Homo sapiens data, acquired somatic variants.",[],
anal-nega-4,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Non-coding regulatory elements, human, inherited variants, single-nucleotide variants. I need clinical interpretation.",['clinical-interpretation'],"Non-coding regulatory elements, human, inherited variants, single-nucleotide variants. Not after population frequencies; the question is whether any are pathogenic.",['clinical-interpretation'],"Non-coding regulatory elements, human, inherited variants, single-nucleotide variants. After population frequencies; the question is not whether any are pathogenic.",['population-frequency'],"Non-coding regulatory elements, human, inherited variants, single-nucleotide variants.",[],
anal-nega-5,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","Show me how common they are in populations. Somatic calls, structural variants, regulatory regions, human samples.",['population-frequency'],"We're not diagnosing anyone; we want allele frequencies across ancestries. Somatic calls, structural variants, regulatory regions, human samples.",['population-frequency'],"We're diagnosing someone; we don't want allele frequencies across ancestries. Somatic calls, structural variants, regulatory regions, human samples.",['clinical-interpretation'],"Somatic calls, structural variants, regulatory regions, human samples.",[],
anal-nega-6,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","I want population allele frequencies. Coding regions, structural variants, germline, Homo sapiens data.",['population-frequency'],"Not just what they hit: how common each one is in gnomAD populations. Coding regions, structural variants, germline, Homo sapiens data.",['population-frequency'],"Just what they hit, not how common each one is in gnomAD populations. Coding regions, structural variants, germline, Homo sapiens data.",['basic-consequence'],"Coding regions, structural variants, germline, Homo sapiens data.",[],
anal-word-1,analysis_goal,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Coding regions, point mutations and short indels, from zebrafish, somatic calls. Just tell me what each one hits.",['basic-consequence'],"Coding regions, point mutations and short indels, from zebrafish, somatic calls. Run it with clinical precision please, just the consequence types.",['basic-consequence'],"Coding regions, point mutations and short indels, from zebrafish, somatic calls. Run a clinical interpretation please, not just the consequence types.",['clinical-interpretation'],"Coding regions, point mutations and short indels, from zebrafish, somatic calls.",[],
anal-word-2,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Human, single-nucleotide variants, non-coding regulatory elements, constitutional calls. I just want the consequence of each variant.",['basic-consequence'],"Human, single-nucleotide variants, non-coding regulatory elements, constitutional calls. Our growing lab population needs a quick answer: which transcripts are hit.",['basic-consequence'],"Human, single-nucleotide variants, non-coding regulatory elements, constitutional calls. Our population study needs frequencies, not which transcripts are hit.",['population-frequency'],"Human, single-nucleotide variants, non-coding regulatory elements, constitutional calls.",[],
anal-word-3,analysis_goal,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","The aim is pathogenicity assessment. Single-nucleotide variants, constitutional calls, promoters and enhancers, sheep samples.",['clinical-interpretation'],"Basic question maybe, but are any of these pathogenic? Single-nucleotide variants, constitutional calls, promoters and enhancers, sheep samples.",['clinical-interpretation'],"Basic question: what consequence does each have, nothing about pathogenicity. Single-nucleotide variants, constitutional calls, promoters and enhancers, sheep samples.",['basic-consequence'],"Single-nucleotide variants, constitutional calls, promoters and enhancers, sheep samples.",[],
anal-word-4,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Somatic calls, coding regions, SNVs and small indels, human samples. The aim is pathogenicity assessment.",['clinical-interpretation'],"Somatic calls, coding regions, SNVs and small indels, human samples. Common sense says check which ones could cause the disease.",['clinical-interpretation'],"Somatic calls, coding regions, SNVs and small indels, human samples. Check how common they are in populations, not whether they cause disease.",['population-frequency'],"Somatic calls, coding regions, SNVs and small indels, human samples.",[],
anal-word-5,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Show me how common they are in populations. Somatic calls, single-nucleotide variants, regulatory regions, Homo sapiens data.",['population-frequency'],"I'm pathologically curious how frequent these are across populations. Somatic calls, single-nucleotide variants, regulatory regions, Homo sapiens data.",['population-frequency'],"I want the pathology read: are these disease-causing, not how frequent they are. Somatic calls, single-nucleotide variants, regulatory regions, Homo sapiens data.",['clinical-interpretation'],"Somatic calls, single-nucleotide variants, regulatory regions, Homo sapiens data.",[],
anal-word-6,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Protein-coding exons, point mutations and short indels, inherited variants, human. I want population allele frequencies.",['population-frequency'],"Protein-coding exons, point mutations and short indels, inherited variants, human. As a consequence of reviewer 2, we need allele frequencies in each population.",['population-frequency'],"Protein-coding exons, point mutations and short indels, inherited variants, human. We need the consequence of each variant, not allele frequencies.",['basic-consequence'],"Protein-coding exons, point mutations and short indels, inherited variants, human.",[],
anal-tool-1,analysis_goal,tool_name,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Just tell me what each one hits. Point mutations and short indels, protein-coding exons, constitutional calls, from zebrafish.",['basic-consequence'],"ClinVar is bookmarked but not needed; just the consequence per transcript. Point mutations and short indels, protein-coding exons, constitutional calls, from zebrafish.",['basic-consequence'],"ClinVar significance is needed, not just the consequence per transcript. Point mutations and short indels, protein-coding exons, constitutional calls, from zebrafish.",['clinical-interpretation'],"Point mutations and short indels, protein-coding exons, constitutional calls, from zebrafish.",[],
anal-tool-2,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","Just tell me what each one hits. Germline, non-coding regulatory elements, human, CNVs and large deletions.",['basic-consequence'],"gnomAD is down anyway; I only want what each variant hits. Germline, non-coding regulatory elements, human, CNVs and large deletions.",['basic-consequence'],"I only want the gnomAD frequencies, not what each variant hits. Germline, non-coding regulatory elements, human, CNVs and large deletions.",['population-frequency'],"Germline, non-coding regulatory elements, human, CNVs and large deletions.",[],
anal-tool-3,analysis_goal,tool_name,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Single-nucleotide variants, acquired somatic variants, non-coding regulatory elements, from dog. The aim is pathogenicity assessment.",['clinical-interpretation'],"Single-nucleotide variants, acquired somatic variants, non-coding regulatory elements, from dog. SnpEff gave us consequences already; now we need to know which are pathogenic.",['clinical-interpretation'],"Single-nucleotide variants, acquired somatic variants, non-coding regulatory elements, from dog. We need SnpEff-style consequences, nothing about pathogenicity.",['basic-consequence'],"Single-nucleotide variants, acquired somatic variants, non-coding regulatory elements, from dog.",[],
anal-tool-4,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","Acquired somatic variants, CNVs and large deletions, human samples, in coding sequence. I need clinical interpretation.",['clinical-interpretation'],"Acquired somatic variants, CNVs and large deletions, human samples, in coding sequence. The 1000 Genomes browser tab was left open by accident; the aim is pathogenicity.",['clinical-interpretation'],"Acquired somatic variants, CNVs and large deletions, human samples, in coding sequence. The aim is 1000 Genomes allele frequencies, not pathogenicity.",['population-frequency'],"Acquired somatic variants, CNVs and large deletions, human samples, in coding sequence.",[],
anal-tool-5,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","The aim is frequency lookup across populations. Single-nucleotide variants, in coding sequence, human, constitutional calls.",['population-frequency'],"OMIM is on the reading list, but this analysis is about allele frequencies across populations. Single-nucleotide variants, in coding sequence, human, constitutional calls.",['population-frequency'],"This analysis is about OMIM disease links, not allele frequencies. Single-nucleotide variants, in coding sequence, human, constitutional calls.",['clinical-interpretation'],"Single-nucleotide variants, in coding sequence, human, constitutional calls.",[],
anal-tool-6,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Human samples, SNVs and small indels, somatic mutations, coding regions. I want population allele frequencies.",['population-frequency'],"Human samples, SNVs and small indels, somatic mutations, coding regions. The Sequence Ontology poster is on our wall; what we need is population allele frequencies.",['population-frequency'],"Human samples, SNVs and small indels, somatic mutations, coding regions. What we need is Sequence Ontology consequence terms, not population allele frequencies.",['basic-consequence'],"Human samples, SNVs and small indels, somatic mutations, coding regions.",[],
anal-atta-1,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","Somatic mutations, human samples, promoters and enhancers, copy-number and structural calls. I just want the consequence of each variant.",['basic-consequence'],"Somatic mutations, human samples, promoters and enhancers, copy-number and structural calls. The clinical team will interpret later; from me they just want the consequence types.",['basic-consequence'],"Somatic mutations, human samples, promoters and enhancers, copy-number and structural calls. The clinical team wants me to interpret pathogenicity, not just the consequence types.",['clinical-interpretation'],"Somatic mutations, human samples, promoters and enhancers, copy-number and structural calls.",[],
anal-atta-2,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","Only the basic consequence types, please. Protein-coding exons, germline, human samples, structural variants.",['basic-consequence'],"A population geneticist will do frequencies afterwards; my part is only which genes are hit. Protein-coding exons, germline, human samples, structural variants.",['basic-consequence'],"My part is the population frequencies, not which genes are hit. Protein-coding exons, germline, human samples, structural variants.",['population-frequency'],"Protein-coding exons, germline, human samples, structural variants.",[],
anal-atta-3,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","I want to know which are pathogenic. Homo sapiens data, promoters and enhancers, single-nucleotide variants, somatic mutations.",['clinical-interpretation'],"The first-year student did the quick consequence pass; I need to decide which are pathogenic. Homo sapiens data, promoters and enhancers, single-nucleotide variants, somatic mutations.",['clinical-interpretation'],"I need the quick consequence pass; the pathogenicity decision is someone else's. Homo sapiens data, promoters and enhancers, single-nucleotide variants, somatic mutations.",['basic-consequence'],"Homo sapiens data, promoters and enhancers, single-nucleotide variants, somatic mutations.",[],
anal-atta-4,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","Homo sapiens data, non-coding regulatory elements, germline, structural variants. I want to know which are pathogenic.",['clinical-interpretation'],"Homo sapiens data, non-coding regulatory elements, germline, structural variants. Last year's paper reported the allele frequencies; this year we assess pathogenicity.",['clinical-interpretation'],"Homo sapiens data, non-coding regulatory elements, germline, structural variants. This year we report the allele frequencies; pathogenicity was last year's paper.",['population-frequency'],"Homo sapiens data, non-coding regulatory elements, germline, structural variants.",[],
anal-atta-5,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","I want population allele frequencies. Human samples, single-nucleotide variants, regulatory regions, inherited variants.",['population-frequency'],"The diagnosis was made elsewhere; our job is frequency across populations. Human samples, single-nucleotide variants, regulatory regions, inherited variants.",['population-frequency'],"Our job is the diagnosis; frequency across populations was done elsewhere. Human samples, single-nucleotide variants, regulatory regions, inherited variants.",['clinical-interpretation'],"Human samples, single-nucleotide variants, regulatory regions, inherited variants.",[],
